"Rule","Section","Conditions","Match Type","Actions","Comments"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if pagename equals any of (colesapp:order-confirmation,colesapp:checkout:slot-day-unavailable,colesapp:checkout:slot-time-unavailable,/delivery/Slot Viewed), then overwrite value of evar27 with contextdata.colesapp.dim.slotdate","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if pagename equals any of (colesapp:order-confirmation,colesapp:checkout:slot-day-unavailable,colesapp:checkout:slot-time-unavailable,/delivery/Slot Viewed), then overwrite value of evar28 with contextdata.colesapp.dim.slotdaysforward","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.purchase isset, then overwrite value of purchaseid with contextdata.colesapp.dim.orderid","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","overwrite value of page_url with page_url","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.paymenttype isset, then overwrite value of evar77 with contextdata.colesapp.dim.paymenttype","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.trolleyamount isset, then overwrite value of evar141 with contextdata.colesapp.event.trolleyamount","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.totalPriceOnceOrder isset, then set event48 to contextdata.colesapp.event.totalPriceOnceOrder","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.totalPriceOnceOrder isset, then set event61 to contextdata.colesapp.event.totalPriceOnceOrder","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.purchase isset, then overwrite value of contextdata.colesapp.temp.uniqueorders with concatenated value (1 : contextdata.colesapp.dim.orderid)","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.temp.uniqueorders isset, then set event55 to contextdata.colesapp.temp.uniqueorders","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotExpired isset, then set event154 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotccopen isset, then set event211 to contextdata.colesapp.event.slotccopen","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotccsoldout isset, then set event255 to contextdata.colesapp.event.slotccsoldout","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotccclosed isset, then set event212 to contextdata.colesapp.event.slotccclosed","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotcctotal isset, then set event250 to contextdata.colesapp.event.slotcctotal","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slothdopen isset, then set event208 to contextdata.colesapp.event.slothdopen","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slothdsoldout isset, then set event209 to contextdata.colesapp.event.slothdsoldout","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slothdclosed isset, then set event251 to contextdata.colesapp.event.slothdclosed","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slothdtotal isset, then set event210 to contextdata.colesapp.event.slothdtotal","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotCCSelected isset, then set event23 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotCCSelected isset, then set event24 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotHDSelected isset, then set event23 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotHDSelected isset, then set event24 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotPrice isset, then set event30 to contextdata.colesapp.event.slotPrice","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if pagename equals any of (colesapp:more), then overwrite value of evar66 with contextdata.colesapp.dim.test","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:select-slot:slot-selected,colesapp:checkout:continue-to-order-summary), then overwrite value of evar25 with contextdata.colesapp.dim.slotdayofweek","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:select-slot:slot-selected,colesapp:checkout:continue-to-order-summary), then overwrite value of evar26 with contextdata.colesapp.dim.slottimewindow","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:select-slot:slot-selected,colesapp:checkout:continue-to-order-summary), then overwrite value of evar27 with contextdata.colesapp.dim.slotdate","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:select-slot:slot-selected,colesapp:checkout:continue-to-order-summary), then overwrite value of evar28 with contextdata.colesapp.dim.slotdaysforward","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:checkout:slot-time-frame,colesapp:checkout:time-period-selected), then overwrite value of evar107 with concatenated value (checkout:slot-selection : contextdata.colesapp.dim.slottimeperiod)","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:select-slot:date-selected), then overwrite value of evar107 with concatenated value (select-slot:date-selected : contextdata.colesapp.dim.slottimeperiod)","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.slotunavailable isset, then set event123 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.leaveorderunattended isset, then overwrite value of evar107 with concatenated value (Order Summary:Leave unattended : contextdata.colesapp.dim.leaveorderunattended)","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.shopsimilarview isset, then set event73 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.shopsimilarclick isset, then set event507 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.shopsimilaritemadd isset, then set event74 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.missingAnythingItemAdd isset, then set event120 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.missingAnythingView isset, then set event175 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:shop-similar:update-trolley,colesapp:shopsimilar:update-trolley), then set event74 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:missing-anything:update-trolley,colesapp:missinganything:update-trolley), then set event120 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.baggingoptionsshown isset, then set event220 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.baggingoption isset, then overwrite value of evar29 with contextdata.colesapp.dim.baggingoption","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.baggingoption isset, then set event221 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
