"Rule","Section","Conditions","Match Type","Actions","Comments"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.baggingpreferencesource equals any of (order), then set event257 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.baggingpreferencesource equals any of (profile), then set event258 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.collectablecustomeroptstatus isset, then overwrite value of evar107 with concatenated value (order-summary:collectables : contextdata.colesapp.dim.collectablecustomeroptstatus)","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.collectablename isset, then overwrite value of evar108 with concatenated value (order-summary:collectable = contextdata.colesapp.dim.collectablename)","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.deliveryinstructions isset, then overwrite value of evar108 with custom value 'Order Summary:Delivery Instructions:Yes'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.deliveryinstructions equals any of (No), then overwrite value of evar108 with custom value 'Order Summary:Delivery Instructions:No'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if pagename notequals any of (colesapp:trolley), then set event317 to custom value '0'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:trolley:checkout), then set event308 to contextdata.colesapp.event.trolleyamount","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.viewalternativesview isset, then set event73 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:view-alternatives:update-trolley,colesapp:view-alternative:update-trolley,colesapp:viewalternatives:update-trolley,colesapp:viewalternative:update-trolley), then set event74 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.viewalternativesclick isset, then set event507 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.itemreplacedstatus isset, then overwrite value of evar107 with concatenated value (Item Replaced Status : contextdata.colesapp.dim.itemreplacedstatus)","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.colesplusnotice isset, then overwrite value of evar107 with contextdata.colesapp.dim.colesplusnotice","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.totalsavings isset, then set event497 to contextdata.colesapp.event.totalsavings","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:trolley:checkout), then set event315 to contextdata.colesapp.event.trolleyitemscountunique","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.a.action equals any of (colesapp:trolley:checkout), then set event316 to contextdata.colesapp.event.trolleyitemscount","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.substitutionscount isset, then set event126 to contextdata.colesapp.event.substitutionscount","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.substitutionremoveditem isset, then set event244 to contextdata.colesapp.event.substitutionremoveditem","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.substitutionaddeditem isset, then set event246 to contextdata.colesapp.event.substitutionaddeditem","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.dim.productstepperaction isset, then overwrite value of evar107 with concatenated value (Stepper Action : contextdata.colesapp.dim.productstepperaction)","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
"26","Coles App - Trolley","if contextdata.a.appid startswith any of (Coles 4, Coles 5, Coles 6, Coles 7, ColesiOS, Coles Debug)","","if contextdata.colesapp.event.creditapplied isset, then set event309 to custom value '1'","2024-10-29 Mapped Order Summary.  2025-05-20 Mapped View Similar Items. Set Slot Viewed (Once Visit).  2025-06-16 Delivery Option Display Notice. 2025-09-15 remap display notice to v13         2025-10-02 Mapped event56 to colesapp.event.startModifyOrder             2025-11-05 Updated evar117 with the new context as colesapp.dim.customeroffer (Parvesh) 2025-11-14 Mapped evar108 with the new context as colesapp.dim.dropoffoption (Parvesh)"
